Status,Date,Original Description,Split Type,Category,Currency,Amount,User Description,Memo,Classification,Account Name,Simple Description
posted,04/18/2016,PURCHASE - TARGET        xxxx7151   BAKERSFIELD  CA,,General Merchandise,$,-49.57,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Target
posted,04/18/2016,PURCHASE - HOBBY LOBBY #556         BAKERSFIELD  CA,,Hobbies,$,-5.89,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Hobby Lobby
posted,04/18/2016,PURCHASE - SPROUTS FARMERS MARK     BAKERSFIELD  CA,,Groceries,$,-6.69,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Sprout's Farmers Market
posted,04/17/2016,PURCHASE - SPROUTS FARMERS MARK     BAKERSFIELD  CA,,Groceries,$,-60.13,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Sprout's Farmers Market
posted,04/15/2016,PAYMENT TO PAYPAL-INST XFER,,Transfers,$,-24.41,,,Personal,HSBC Bank - HSBC PREMIER,PayPal
posted,04/15/2016,DEPOSIT FROM PAYPAL-TRANSFER,,Transfers,$,259.93,,,Personal,HSBC Bank - HSBC PREMIER,PayPal
posted,04/15/2016,"PURCHASE - FRANK S LU, LAC INC.     BAKERSFIELD  CA",,General Merchandise,$,-100.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,04/15/2016,PURCHASE - GOODWILL INDUSTRIES GG   xxxxxxx4200  MI,,Education,$,-60.28,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Goodwill Industries International
posted,04/15/2016,PURCHASE - PAYPAL *JACOBSPARTS      xxxxxx7733   CA,,Online Services,$,-3.65,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,PayPal
posted,04/15/2016,PURCHASE - KRISPY KREME #1222       BAKERSFIELD  CA,,Restaurants/Dining,$,-8.99,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Krispy Kreme Doughnut Corporation
posted,04/14/2016,DEPOSIT FROM HSBC CREDIT CARD-CASH BACK,,Deposits,$,50.00,,,Personal,HSBC Bank - HSBC PREMIER,HSBC
posted,04/14/2016,PURCHASE - AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,,General Merchandise,$,-4.36,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com
posted,04/14/2016,PURCHASE - STARBUCKS #x6436 BAKER   BAKERSFIELD  CA,,Restaurants/Dining,$,-2.75,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Starbucks
posted,04/14/2016,PURCHASE - AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,,General Merchandise,$,-17.37,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com
posted,04/13/2016,PAYMENT TO PAYPAL-INST XFER,,Transfers,$,-15.00,,,Personal,HSBC Bank - HSBC PREMIER,PayPal
posted,04/13/2016,PURCHASE - AMERICAN KIDS SPORTS C   xxx-xxx2100  CA,,Hobbies,$,-11.77,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,04/13/2016,PURCHASE - PAYPAL *SPAKULA107 SPA   xxxxxx7733   CA,,Online Services,$,-32.80,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,PayPal
posted,04/12/2016,INTEREST EARNED AND PAID FROM 03/11/16 - THROUGH 04/12/16 INCLUSIVE,,Interest,$,0.04,,,Personal,HSBC Bank - HSBC PREMIER,Interest
posted,04/12/2016,DEPOSIT,,Deposits,$,500.00,,,Personal,HSBC Bank - HSBC PREMIER,
posted,04/12/2016,DEPOSIT,,Deposits,$,4.00,,,Personal,HSBC Bank - HSBC PREMIER,
posted,04/12/2016,PURCHASE - AMERICAN KIDS SPORTS C   xxx-xxx2100  CA,,Hobbies,$,-54.75,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,04/12/2016,PURCHASE - FOOT REFLEXOLOGY         BAKERSFIELD  CA,,Clothing/Shoes,$,-60.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,04/12/2016,PURCHASE - CLUEBOARD                xxx-xxx-8559 CA,,General Merchandise,$,-122.74,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,04/12/2016,PURCHASE - #x3172 ALBERTSONS        BAKERSFIELD  CA,,Groceries,$,-55.34,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Albertsons
posted,04/12/2016,RETURN - PMK                      xxxxxx5044   WA,,Deposits,$,4.60,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,04/11/2016,PAYMENT TO CHEVRON CC-PAYMENT,,Gasoline/Fuel,$,-153.64,,,Personal,HSBC Bank - HSBC PREMIER,Chevron
posted,04/11/2016,DEPOSIT FROM PAYPAL-TRANSFER,,Transfers,$,56.17,,,Personal,HSBC Bank - HSBC PREMIER,PayPal
posted,04/11/2016,PURCHASE - VESTA  *T-MOBILE         xxx-xxx-3397 OR,,Telephone Services,$,-43.70,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,T-Mobile
posted,04/11/2016,PURCHASE - WASDKEYBOAR              xxxxxx6991   CA,,General Merchandise,$,-131.40,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,04/11/2016,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Groceries,$,-11.75,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Trader Joe's
posted,04/11/2016,PURCHASE - STARBUCKS #x6695 BAKER   BAKERSFIELD  CA,,Restaurants/Dining,$,-7.20,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Starbucks
posted,04/11/2016,PURCHASE - LORENES COFFEE SHOP      BAKERSFIELD  CA,,Restaurants/Dining,$,-44.11,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,04/11/2016,PURCHASE - A EAGLE OUTFTRxxxx5819   BAKERSFIELD  CA,,Clothing/Shoes,$,-72.48,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,American Eagle Outfitters
posted,04/11/2016,PURCHASE - PMK                      xxxxxx5044   WA,,General Merchandise,$,-14.60,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,04/11/2016,PURCHASE - PAYPAL *xxxxxxxxx        xxxxxx7733   CA,,Online Services,$,-4.81,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,PayPal
posted,04/10/2016,PURCHASE - AIRPORT VALET EXPRESS    xxxxxxx5000  CA,,Clothing/Shoes,$,-60.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Express
posted,04/10/2016,PURCHASE - BASKIN #xx1279     Q35   BAKERSFIELD  CA,,Restaurants/Dining,$,-10.89,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Baskin-Robbins
posted,04/10/2016,PURCHASE - UBER TECHNOLOGIES INC    xxxxxx1039   CA,,Travel,$,-9.15,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Uber Technologies Ltd
posted,04/10/2016,PURCHASE - SPROUTS FARMERS MARK     BAKERSFIELD  CA,,Groceries,$,-19.47,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Sprout's Farmers Market
posted,04/10/2016,PURCHASE - SHELL OIL 5xxxx0919QPS   BAKERSFIELD  CA,,Gasoline/Fuel,$,-39.50,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Shell
posted,04/08/2016,PURCHASE - PANERA BREAD #1364       BAKERSFIELD  CA,,Restaurants/Dining,$,-8.89,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Panera Bread
posted,04/08/2016,PURCHASE - TRAVELERS PERS INS       xxxxxxx8715  CT,,Insurance,$,-55.25,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,The Travelers Companies
posted,04/07/2016,DEPOSIT FROM CHEVRON CORPORAT-REG SALARY,,Paychecks/Salary,$,"1,449.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,04/07/2016,PURCHASE - EDWARDS BAKERSFIELD ST   BAKERSFIELD  CA,,General Merchandise,$,-19.50,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,04/06/2016,PURCHASE - WAL-MART #5134           BAKERSFIELD  CA,,Groceries,$,-135.85,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,04/06/2016,PURCHASE - MY GYM BAKERSFIELD       BAKERSFIELD  CA,,Hobbies,$,-68.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,04/05/2016,ONLINE TRANSFER TO   CHECKING xxxxxxx1056 ON 04/04 - REFERENCE NO: IBxx2555,,Transfers,$,"-1,000.02",,,Personal,HSBC Bank - HSBC PREMIER SAVINGS,Transfer
posted,04/05/2016,PAYMENT TO CALWATER-WATERBILL,,Utilities,$,-15.92,,,Personal,HSBC Bank - HSBC PREMIER,California Water Service
posted,04/05/2016,ONLINE TRANSFER FROM SAVINGS  xxxxxxx7199 ON 04/04 - REFERENCE NO: IBxx2555,,Transfers,$,"1,000.02",,,Personal,HSBC Bank - HSBC PREMIER,Transfer
posted,04/05/2016,DEPOSIT FROM HSBC CREDIT CARD-CASH BACK,,Deposits,$,50.00,,,Personal,HSBC Bank - HSBC PREMIER,HSBC
posted,04/05/2016,PURCHASE - HIDE N SEEK              BAKERSFIELD  CA,,General Merchandise,$,-10.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,04/05/2016,PURCHASE - LORENES COFFEE SHOP      BAKERSFIELD  CA,,Restaurants/Dining,$,-24.10,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,04/04/2016,PAYMENT TO WATSON REALTY SE-WEB PMTS,,Transfers,$,"-1,950.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,04/04/2016,PAYMENT TO IN-SHAPE 179 BAK-CLUB FEES,,Healthcare/Medical,$,-56.99,,,Personal,HSBC Bank - HSBC PREMIER,Inshape
posted,04/04/2016,PURCHASE - SXM*SIRIUSXM.COM/ACCT    xxx-xxx-5144 NY,,Entertainment,$,-12.52,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,"Sirius XM Radio, Inc"
posted,04/04/2016,PURCHASE - GEICO  *AUTO             xxx-xxx-3000 DC,,Insurance,$,-113.35,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,GEICO
posted,04/04/2016,PURCHASE - SPROUTS FARMERS MARK     BAKERSFIELD  CA,,Groceries,$,-100.84,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Sprout's Farmers Market
posted,04/03/2016,PURCHASE - ENTERPRISE RENT-A-CAR    BAKERSFIELD  CA,,Travel,$,-194.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,ENTERPRISE RENT A CAR
posted,04/01/2016,REBATE OF ATM SURCHARGE FOR 03/23/16 WITHDRAWAL,,Deposits,$,1.75,,,Personal,HSBC Bank - HSBC PREMIER,Deposit
posted,04/01/2016,PURCHASE - FOOT REFLEXOLOGY         BAKERSFIELD  CA,,Clothing/Shoes,$,-30.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,04/01/2016,PURCHASE - LAX AIRPORT LOT P 4      LOS ANGELES  CA,,Travel,$,-3.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,LAX AIRPORT
posted,04/01/2016,PURCHASE - SPARKFUN ELECTRONICS     xxxxxxx0979  CO,,Electronics,$,-14.50,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,SparkFun Electronics
posted,04/01/2016,PURCHASE - VONS     STORExxxx9695   BAKERSFIELD  CA,,Groceries,$,-3.84,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,VONS
posted,04/01/2016,PURCHASE - APPLE STORE #R550        BAKERSFIELD  CA,,Entertainment,$,-536.43,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Apple Inc
posted,04/01/2016,PURCHASE - CHEVRON xxx1527          BAKERSFIELD  CA,,Gasoline/Fuel,$,-1.89,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Chevron
posted,03/31/2016,PURCHASE - SP * ZEAL PC             xxxxxx1167   CD,,General Merchandise,$,-69.60,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,03/31/2016,PURCHASE - TARGET        xxxx7151   BAKERSFIELD  CA,,General Merchandise,$,-37.79,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Target
posted,03/30/2016,"INTEREST PAID FROM 03/01/16 THROUGH 03/30/16 INCLUSIVE - AVERAGE DAILY LEDGER BALANCE             $2,666.66",,Interest,$,0.02,,,Personal,HSBC Bank - HSBC PREMIER SAVINGS,Interest
posted,03/30/2016,PURCHASE - SAN JOAQUIN COLLISION    BAKERSFIELD  CA,,General Merchandise,$,-500.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,03/30/2016,PURCHASE - BRIGHT HOUSE NETWORKS    xxx-xxx-9700 FL,,Cable/Satellite Services,$,-81.25,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Bright House Networks
posted,03/30/2016,PURCHASE - 774 FASTRIP FOOD S       BAKERSFIELD  CA,,Groceries,$,-19.63,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Fastrip Food Stores
posted,03/30/2016,PURCHASE - SPROUTS FARMERS MARK     BAKERSFIELD  CA,,Groceries,$,-34.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Sprout's Farmers Market
posted,03/30/2016,PURCHASE - NETFLIX.COM              LOS GATOS    CA,,Entertainment,$,-7.99,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Netflix
posted,03/28/2016,AUTOMATIC TRANSFER TO CREDIT ACCOUNT #xxxxxx3437,,Transfers,$,"-2,448.22",,,Personal,HSBC Bank - HSBC PREMIER,Transfer
posted,03/28/2016,DEPOSIT FROM PAYPAL-TRANSFER,,Transfers,$,29.52,,,Personal,HSBC Bank - HSBC PREMIER,PayPal
posted,03/28/2016,PURCHASE - SHELL OIL 5xxxx7155QPS   NEWHALL      CA,,Gasoline/Fuel,$,-29.69,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Shell
posted,03/28/2016,PURCHASE - WWW.DISCOUNTFILTERS.C    xxx-xxx5688  IN,,General Merchandise,$,-39.95,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,03/28/2016,PURCHASE - CHICK-FIL-A #x2682       LAGUNA NIGUELCA,,Restaurants/Dining,$,-7.40,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Chick -Fil-A
posted,03/28/2016,PURCHASE - USPSxxxxxxxxxxxxxx1628   BAKERSFIELD  CA,,Postage and Shipping,$,-4.32,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,USPS
posted,03/27/2016,PURCHASE - KRISPY KREME #1222       BAKERSFIELD  CA,,Restaurants/Dining,$,-10.79,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Krispy Kreme Doughnut Corporation
posted,03/27/2016,PURCHASE - GYMBOREE  xxxxxxxx1937   ARVIN        CA,,Child/Dependent Expenses,$,-34.39,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Gymboree
posted,03/27/2016,PAYMENT - xxxxx1056                AUTOPAYLANG*]01,,Credit Card Payments,$,"2,448.22",,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,03/25/2016,PAYMENT TO PGANDE-WEB ONLINE,,Utilities,$,-119.85,,,Personal,HSBC Bank - HSBC PREMIER,Pacific Gas and Electric Company
posted,03/25/2016,DEPOSIT FROM CARTUS-EDI PAYMTS,,Other Income,$,261.00,,,Personal,HSBC Bank - HSBC PREMIER,
posted,03/25/2016,PURCHASE - USPS xxxxxxxxxxxxx5439   BAKERSFIELD  CA,,Postage and Shipping,$,-1.47,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,USPS
posted,03/24/2016,DEPOSIT FROM PAYPAL-TRANSFER,,Transfers,$,5.90,,,Personal,HSBC Bank - HSBC PREMIER,PayPal
posted,03/24/2016,PURCHASE - PAYPAL *DEALEXTREME      xxxxxx7733   HK,,Electronics,$,-3.16,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,DealExtreme.com
posted,03/23/2016,CASH WITHDRAWAL ON  03/23 AT 1546 CHINA GRADE L - BAKERSFIELD  CA,,ATM/Cash Withdrawals,$,-41.75,,,Personal,HSBC Bank - HSBC PREMIER,Cash Withdrawal
posted,03/23/2016,DEPOSIT FROM PAYPAL-TRANSFER,,Transfers,$,12.60,,,Personal,HSBC Bank - HSBC PREMIER,PayPal
posted,03/23/2016,PURCHASE - CHEVRON xxx5790          BAKERSFIELD  CA,,Gasoline/Fuel,$,-37.82,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Chevron
posted,03/22/2016,PAYMENT TO SO CAL GAS-PAID SCGC,,Utilities,$,-83.69,,,Personal,HSBC Bank - HSBC PREMIER,Southern California Gas Company
posted,03/22/2016,DEPOSIT FROM PAYPAL-TRANSFER,,Transfers,$,5.75,,,Personal,HSBC Bank - HSBC PREMIER,PayPal
posted,03/22/2016,DEPOSIT FROM CHEVRON CORPORAT-REG SALARY,,Paychecks/Salary,$,"1,449.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,03/22/2016,PURCHASE - AMERICAN KIDS SPORTS C   xxx-xxx2100  CA,,Hobbies,$,-261.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,03/22/2016,PURCHASE - ADY*SPOTIFY xxxxxxxxx    xxx-xxx5380  NY,,Entertainment,$,-9.99,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Spotify Ltd
posted,03/22/2016,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Groceries,$,-8.36,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Trader Joe's
posted,03/21/2016,ONLINE TRANSFER FROM CHECKING xxxxxxx1056 ON 03/21 - REFERENCE NO: IBxx3130,,Transfers,$,"8,000.00",,,Personal,HSBC Bank - HSBC PREMIER SAVINGS,Transfer
posted,03/21/2016,ONLINE TRANSFER TO   SAVINGS  xxxxxxx7199 ON 03/21 - REFERENCE NO: IBxx3130,,Transfers,$,"-8,000.00",,,Personal,HSBC Bank - HSBC PREMIER,Transfer
posted,03/21/2016,DEPOSIT FROM PAYPAL-TRANSFER,,Transfers,$,10.50,,,Personal,HSBC Bank - HSBC PREMIER,PayPal
posted,03/21/2016,PURCHASE - WIKI S WINE DIVE & GRI   BAKERSFIELD  CA,,Groceries,$,-9.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,03/21/2016,PURCHASE - GRIFITI LLC              xxxxxx6315   CA,,General Merchandise,$,-19.62,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,03/21/2016,PURCHASE - PF CHANGS #9817          BAKERSFIELD  CA,,Restaurants/Dining,$,-21.17,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,P.F. CHANG'S
posted,03/21/2016,PURCHASE - #x3172 ALBERTSONS        BAKERSFIELD  CA,,Groceries,$,-113.47,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Albertsons
posted,03/21/2016,PURCHASE - HOBBY LOBBY #556         BAKERSFIELD  CA,,Hobbies,$,-7.88,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Hobby Lobby
posted,03/20/2016,PURCHASE - TARGET        xxxx7151   BAKERSFIELD  CA,,General Merchandise,$,-28.02,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Target
posted,03/20/2016,PURCHASE - DOLRTREE xxxx xxxx1212   BAKERSFIELD  CA,,General Merchandise,$,-3.08,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,"Dollar Tree, Inc."
posted,03/20/2016,PURCHASE - E AVEDA SALON AND SPA    BAKERSFIELD  CA,,Personal Care,$,-50.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Aveda
posted,03/18/2016,PURCHASE ON  03/18 AT 3800 ROSEDALE HIGHWAY - BAKERSFIELD  CA,,General Merchandise,$,-179.07,,,Personal,HSBC Bank - HSBC PREMIER,
posted,03/18/2016,"33RECD CHIP CITIBANK NA*ORG:WORLD FIRST UK LTD,SW11 3RB, - UK*OGB:CITIBANK NA,NEW YORK*BNF:ALEXANDER JACOB JOHNSTO",,Transfers,$,"10,000.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,03/17/2016,PURCHASE - BAKERSFIELD VETERINARY   BAKERSFIELD  CA,,Pets/Pet Care,$,-75.50,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,03/17/2016,PURCHASE - RITE AID STORE - 6195    BAKERSFIELD  CA,,Healthcare/Medical,$,-10.10,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Rite Aid
posted,03/15/2016,PURCHASE - USPSxxxxxxxxxxxxxx1628   BAKERSFIELD  CA,,Postage and Shipping,$,-1.47,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,USPS
posted,03/15/2016,PURCHASE - SPROUTS FARMERS MARK     BAKERSFIELD  CA,,Groceries,$,-53.04,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Sprout's Farmers Market
posted,03/14/2016,PURCHASE - TARGET        xxxx7151   BAKERSFIELD  CA,,General Merchandise,$,-42.27,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Target
posted,03/14/2016,PURCHASE - RUSH AIR SPORTS          BAKERSFIELD  CA,,Hobbies,$,-10.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,03/13/2016,PURCHASE - AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,,General Merchandise,$,-16.39,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com
posted,03/13/2016,PURCHASE - VESTA  *T-MOBILE         xxx-xxx-3397 OR,,Telephone Services,$,-43.70,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,T-Mobile
posted,03/11/2016,RETURN - STEAMPOWERED.COM         BELLEVUE     WA,,Entertainment,$,20.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Steampowered
posted,03/11/2016,PURCHASE - PF CHANGS #9817          BAKERSFIELD  CA,,Restaurants/Dining,$,-13.19,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,P.F. CHANG'S
posted,03/10/2016,INTEREST EARNED AND PAID FROM 02/11/16 - THROUGH 03/10/16 INCLUSIVE,,Interest,$,0.03,,,Personal,HSBC Bank - HSBC PREMIER,Interest
posted,03/10/2016,PAYMENT TO CHEVRON CC-PAYMENT,,Gasoline/Fuel,$,-91.23,,,Personal,HSBC Bank - HSBC PREMIER,Chevron
posted,03/10/2016,PURCHASE - AMAZON.COM               AMZN.COM/BILLWA,,General Merchandise,$,-136.06,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com
posted,03/10/2016,PURCHASE - ALBERTSONS #6377         BAKERSFIELD  CA,,Groceries,$,-18.08,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Albertsons
posted,03/09/2016,PAYMENT TO CALWATER-WATERBILL,,Utilities,$,-25.02,,,Personal,HSBC Bank - HSBC PREMIER,California Water Service
posted,03/09/2016,PURCHASE - STEAMPOWERED.COM         BELLEVUE     WA,,Entertainment,$,-20.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Steampowered
posted,03/09/2016,PURCHASE - SHELL OIL 5xxxx7155QPS   NEWHALL      CA,,Gasoline/Fuel,$,-33.67,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Shell
posted,03/09/2016,PURCHASE - EDWARDS BAKERSFIELD ST   BAKERSFIELD  CA,,General Merchandise,$,-6.25,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,03/08/2016,PURCHASE ON  03/07 AT 3800 ROSEDALE HIGHWAY - BAKERSFIELD  CA,,General Merchandise,$,-82.11,,,Personal,HSBC Bank - HSBC PREMIER,
posted,03/08/2016,PURCHASE - TRADER JOE'S #014  QPS   BAKERSFIELD  CA,,Groceries,$,-59.37,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Trader Joe's
posted,03/08/2016,RETURN - AMAZON.COM               AMZN.COM/BILLWA,,General Merchandise,$,261.33,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Amazon.com
posted,03/08/2016,PURCHASE - FAIRFIELD INN MISSION    MISSION VIEJOCA,,Travel,$,-105.84,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,FairField Inn
posted,03/08/2016,PURCHASE - TRAVELERS PERS INS       xxxxxxx8715  CT,,Insurance,$,-55.25,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,The Travelers Companies
posted,03/07/2016,PURCHASE MADE ON 03/04/16 AT SMOKE HOUSE RESTAURANT - BURBANK       CA,,Restaurants/Dining,$,-45.28,,,Personal,HSBC Bank - HSBC PREMIER,The Smokehouse
posted,03/07/2016,DEPOSIT FROM CHEVRON CORPORAT-REG SALARY,,Paychecks/Salary,$,"1,449.00",,,Personal,HSBC Bank - HSBC PREMIER,
posted,03/07/2016,PURCHASE - PAULS PANTRY             MISSION VIEJOCA,,General Merchandise,$,-22.95,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,03/07/2016,PURCHASE - PIZZAREV 4               EL SEGUNDO   CA,,General Merchandise,$,-8.99,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,03/07/2016,PURCHASE - WINEWORKS DUBLIN 4       MISSION VIEJOCA,,Groceries,$,-63.16,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Wineworks
posted,03/07/2016,PURCHASE - MY GYM BAKERSFIELD       BAKERSFIELD  CA,,Hobbies,$,-68.00,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,
posted,03/07/2016,PURCHASE - CHICK-FIL-A #x2682       LAGUNA NIGUELCA,,Restaurants/Dining,$,-3.73,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Chick -Fil-A
posted,03/07/2016,PURCHASE - CHICK-FIL-A #x2682       LAGUNA NIGUELCA,,Restaurants/Dining,$,-8.58,,,Personal,HSBC Bank - Credit Card - HSBC PREMIER CREDIT CARD,Chick -Fil-A
